#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	REF_ALLELE	UPLOADED_ALLELE	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	SIFT	PolyPhen	AF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	TRANSCRIPTION_FACTORS
chr1_19288433_rs117022236	1:19288432-19288434	rs117022236	intron_variant	MODIFIER	AKR7A3	ENSG00000162482	Transcript	ENST00000361640.5	protein_coding	-	1/6	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:390	MANE_Select	NM_012067.3	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52611848_rs4776063	15:52611847-52611849	rs4776063	intron_variant,NMD_transcript_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000534964.6	nonsense_mediated_decay	-	3/12	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:25609	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52611848_rs4776063	15:52611847-52611849	rs4776063	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000546305.6	protein_coding	-	2/11	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:25609	-	-	-	2	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52611848_rs4776063	15:52611847-52611849	rs4776063	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000561490.5	protein_coding	-	3/3	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52611848_rs4776063	15:52611847-52611849	rs4776063	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000561543.5	protein_coding	-	3/3	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52611848_rs4776063	15:52611847-52611849	rs4776063	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000562135.5	protein_coding	-	3/4	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52611848_rs4776063	15:52611847-52611849	rs4776063	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000566768.5	protein_coding	-	3/3	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52611848_rs4776063	15:52611847-52611849	rs4776063	upstream_gene_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000566948.5	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	3252	-1	-	HGNC	HGNC:25609	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52611848_rs4776063	15:52611847-52611849	rs4776063	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000568863.1	protein_coding	-	2/2	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52611848_rs4776063	15:52611847-52611849	rs4776063	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000619572.5	protein_coding	-	3/12	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:25609	MANE_Select	NM_001385016.1	-	1	P2	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000261844.11	protein_coding	-	2/12	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:25609	-	-	-	1	P2	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000399202.8	protein_coding	-	2/10	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant,NMD_transcript_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000534964.6	nonsense_mediated_decay	-	2/12	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:25609	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000546305.6	protein_coding	-	1/11	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:25609	-	-	-	2	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000561490.5	protein_coding	-	2/3	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000561543.5	protein_coding	-	2/3	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000562135.5	protein_coding	-	2/4	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000566768.5	protein_coding	-	2/3	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000568863.1	protein_coding	-	1/2	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:25609	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_52641064_rs2899492	15:52641063-52641065	rs2899492	intron_variant	MODIFIER	ATOSA	ENSG00000047346	Transcript	ENST00000619572.5	protein_coding	-	2/12	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:25609	MANE_Select	NM_001385016.1	-	1	P2	-	-	-	-	-	-	-	-	-	-	-	-
chr15_55719170_rs150550955	15:55719169-55719171	rs150550955	intron_variant	MODIFIER	PRTG	ENSG00000166450	Transcript	ENST00000389286.9	protein_coding	-	2/19	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:26373	MANE_Select	NM_173814.6	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr15_76713821_rs183291664	15:76713820-76713822	rs183291664	intron_variant,non_coding_transcript_variant	MODIFIER	SCAPER	ENSG00000140386	Transcript	ENST00000303521.10	retained_intron	-	16/26	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:13081	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_76713821_rs183291664	15:76713820-76713822	rs183291664	intron_variant	MODIFIER	SCAPER	ENSG00000140386	Transcript	ENST00000324767.11	protein_coding	-	16/30	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:13081	-	-	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr15_76713821_rs183291664	15:76713820-76713822	rs183291664	intron_variant	MODIFIER	SCAPER	ENSG00000140386	Transcript	ENST00000538941.6	protein_coding	-	17/31	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:13081	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_76713821_rs183291664	15:76713820-76713822	rs183291664	intron_variant	MODIFIER	SCAPER	ENSG00000140386	Transcript	ENST00000563290.6	protein_coding	-	17/31	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:13081	MANE_Select	NM_020843.4	-	5	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr15_76713821_rs183291664	15:76713820-76713822	rs183291664	intron_variant	MODIFIER	SCAPER	ENSG00000140386	Transcript	ENST00000564590.5	protein_coding	-	17/18	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:13081	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_76713821_rs183291664	15:76713820-76713822	rs183291664	intron_variant,NMD_transcript_variant	MODIFIER	SCAPER	ENSG00000140386	Transcript	ENST00000565507.5	nonsense_mediated_decay	-	19/20	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:13081	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_76713821_rs183291664	15:76713820-76713822	rs183291664	intron_variant	MODIFIER	SCAPER	ENSG00000140386	Transcript	ENST00000565970.5	protein_coding	-	17/17	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:13081	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr15_90310700_rs7161937	15:90310699-90310701	rs7161937	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_19796840_rs7185636	16:19796839-19796841	rs7185636	intron_variant,NMD_transcript_variant	MODIFIER	IQCK	ENSG00000174628	Transcript	ENST00000308214.13	nonsense_mediated_decay	-	6/7	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:28556	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_19796840_rs7185636	16:19796839-19796841	rs7185636	intron_variant	MODIFIER	IQCK	ENSG00000174628	Transcript	ENST00000320394.10	protein_coding	-	8/9	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:28556	-	-	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr16_19796840_rs7185636	16:19796839-19796841	rs7185636	intron_variant,NMD_transcript_variant	MODIFIER	IQCK	ENSG00000174628	Transcript	ENST00000561839.5	nonsense_mediated_decay	-	6/7	-	-	-	-	-	-	-	-	-	-	-	1	cds_start_NF	HGNC	HGNC:28556	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_19796840_rs7185636	16:19796839-19796841	rs7185636	intron_variant,NMD_transcript_variant	MODIFIER	IQCK	ENSG00000174628	Transcript	ENST00000561935.5	nonsense_mediated_decay	-	8/8	-	-	-	-	-	-	-	-	-	-	-	1	cds_start_NF	HGNC	HGNC:28556	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_19796840_rs7185636	16:19796839-19796841	rs7185636	intron_variant,non_coding_transcript_variant	MODIFIER	IQCK	ENSG00000174628	Transcript	ENST00000562762.5	protein_coding_CDS_not_defined	-	5/6	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:28556	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_19796840_rs7185636	16:19796839-19796841	rs7185636	intron_variant	MODIFIER	IQCK	ENSG00000174628	Transcript	ENST00000564186.5	protein_coding	-	7/7	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:28556	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_19796840_rs7185636	16:19796839-19796841	rs7185636	intron_variant,NMD_transcript_variant	MODIFIER	IQCK	ENSG00000174628	Transcript	ENST00000564955.5	nonsense_mediated_decay	-	6/7	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:28556	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_19796840_rs7185636	16:19796839-19796841	rs7185636	intron_variant,non_coding_transcript_variant	MODIFIER	IQCK	ENSG00000174628	Transcript	ENST00000568300.6	retained_intron	-	5/6	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:28556	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_19796840_rs7185636	16:19796839-19796841	rs7185636	intron_variant	MODIFIER	IQCK	ENSG00000174628	Transcript	ENST00000695302.1	protein_coding	-	7/8	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:28556	MANE_Select	NM_153208.3	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr16_22190680_rs145049847	16:22190679-22190681	rs145049847	3_prime_UTR_variant	MODIFIER	SDR42E2	ENSG00000183921	Transcript	ENST00000602312.3	protein_coding	13/13	-	-	-	1651-1652	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:35414	MANE_Select	NM_001394319.2	-	5	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr16_22190680_rs145049847	16:22190679-22190681	rs145049847	intron_variant,NMD_transcript_variant	MODIFIER	SDR42E2	ENSG00000183921	Transcript	ENST00000684942.1	nonsense_mediated_decay	-	10/10	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:35414	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_22190680_rs145049847	16:22190679-22190681	rs145049847	downstream_gene_variant	MODIFIER	SDR42E2	ENSG00000183921	Transcript	ENST00000686682.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	3074	1	-	HGNC	HGNC:35414	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_22190680_rs145049847	16:22190679-22190681	rs145049847	downstream_gene_variant	MODIFIER	SDR42E2	ENSG00000183921	Transcript	ENST00000687571.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	-	-	3085	1	-	HGNC	HGNC:35414	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_22190680_rs145049847	16:22190679-22190681	rs145049847	upstream_gene_variant	MODIFIER	-	ENSG00000301964	Transcript	ENST00000783092.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	271	-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_22190680_rs145049847	16:22190679-22190681	rs145049847	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR16_9BRRW	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_23860810_rs62030649	16:23860809-23860811	rs62030649	intron_variant	MODIFIER	PRKCB	ENSG00000166501	Transcript	ENST00000321728.12	protein_coding	-	2/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9395	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_23860810_rs62030649	16:23860809-23860811	rs62030649	intron_variant,non_coding_transcript_variant	MODIFIER	PRKCB	ENSG00000166501	Transcript	ENST00000498058.1	protein_coding_CDS_not_defined	-	1/1	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9395	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_23860810_rs62030649	16:23860809-23860811	rs62030649	intron_variant	MODIFIER	PRKCB	ENSG00000166501	Transcript	ENST00000498739.1	protein_coding	-	1/3	-	-	-	-	-	-	-	-	-	-	-	1	cds_end_NF	HGNC	HGNC:9395	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr16_23860810_rs62030649	16:23860809-23860811	rs62030649	intron_variant	MODIFIER	PRKCB	ENSG00000166501	Transcript	ENST00000643927.1	protein_coding	-	2/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9395	MANE_Select	NM_002738.7	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr16_23860810_rs62030649	16:23860809-23860811	rs62030649	intron_variant,non_coding_transcript_variant	MODIFIER	PRKCB	ENSG00000166501	Transcript	ENST00000645517.1	protein_coding_CDS_not_defined	-	2/2	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9395	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_45746993_rs7207400	17:45746992-45746994	rs7207400	intergenic_variant	MODIFIER	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_46788131_rs199499	17:46788130-46788132	rs199499	intron_variant	MODIFIER	WNT3	ENSG00000108379	Transcript	ENST00000225512.6	protein_coding	-	1/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:12782	MANE_Select	NM_030753.5	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr17_46788131_rs199499	17:46788130-46788132	rs199499	intron_variant,non_coding_transcript_variant	MODIFIER	WNT3	ENSG00000108379	Transcript	ENST00000573788.5	protein_coding_CDS_not_defined	-	3/3	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:12782	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_46788131_rs199499	17:46788130-46788132	rs199499	intron_variant	MODIFIER	WNT3	ENSG00000108379	Transcript	ENST00000706495.1	protein_coding	-	2/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:12782	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	upstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000290863.10	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	1438	1	-	HGNC	HGNC:2707	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	intron_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000290866.10	protein_coding	-	9/24	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:2707	MANE_Select	NM_000789.4	-	1	P2	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	upstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000413513.7	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	1444	1	-	HGNC	HGNC:2707	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	intron_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000428043.5	protein_coding	-	9/23	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:2707	-	-	-	2	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	upstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000578839.5	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	-	-	1444	1	-	HGNC	HGNC:2707	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	upstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000579204.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	-	-	1466	1	-	HGNC	HGNC:2707	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	upstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000579314.5	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	-	-	1444	1	-	HGNC	HGNC:2707	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	downstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000579462.1	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	4884	1	-	HGNC	HGNC:2707	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	upstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000579726.5	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	-	-	936	1	cds_start_NF	HGNC	HGNC:2707	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	downstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000580318.1	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	2976	1	-	HGNC	HGNC:2707	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	upstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000582005.5	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	-	-	1442	1	-	HGNC	HGNC:2707	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	downstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000582627.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	2216	1	cds_end_NF	HGNC	HGNC:2707	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	intron_variant,NMD_transcript_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000582678.5	nonsense_mediated_decay	-	8/11	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:2707	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	upstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000582761.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	3599	1	cds_start_NF,cds_end_NF	HGNC	HGNC:2707	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	downstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000583336.5	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	4503	1	-	HGNC	HGNC:2707	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	intron_variant,non_coding_transcript_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000584529.5	protein_coding_CDS_not_defined	-	8/8	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:2707	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63483401_rs4311	17:63483400-63483402	rs4311	upstream_gene_variant	MODIFIER	ACE	ENSG00000159640	Transcript	ENST00000584865.5	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	3421	1	-	HGNC	HGNC:2707	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000245865.10	protein_coding	-	3/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:30172	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000336174.12	protein_coding	-	4/12	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:30172	MANE_Select	NM_001003787.4	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000375840.9	protein_coding	-	3/11	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:30172	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000392950.9	protein_coding	-	2/8	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:30172	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000447001.8	protein_coding	-	3/10	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:30172	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant,non_coding_transcript_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000577375.5	retained_intron	-	2/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:30172	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000578008.6	protein_coding	-	2/8	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:30172	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000578801.6	protein_coding	-	4/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:30172	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	upstream_gene_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000579318.2	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	2283	-1	-	HGNC	HGNC:30172	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000579340.5	protein_coding	-	3/8	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:30172	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	upstream_gene_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000579350.1	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	1286	-1	-	HGNC	HGNC:30172	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000579549.6	protein_coding	-	4/7	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:30172	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr17_63716837_rs34111070	17:63716836-63716838	rs34111070	intron_variant,NMD_transcript_variant	MODIFIER	STRADA	ENSG00000266173	Transcript	ENST00000580039.6	nonsense_mediated_decay	-	1/8	-	-	-	-	-	-	-	-	-	-	-	-1	cds_start_NF	HGNC	HGNC:30172	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
